temperature,pH,substrate_concentration,inhibitor_concentration,enzyme_activity
38.72700594236812,7.490808570098726,0.45175256479337733,0.259540892568109,118.71854527358315
67.53571532049581,6.680481831720602,1.1296118000188806,0.23959093881486548,191.69667563722157
56.59969709057025,5.547638081431639,1.7585970881651758,0.012821032903217844,185.1751403257944
49.93292420985183,8.068975098534743,1.4912272841781662,0.17062391381307818,172.53179295059962
27.800932022121827,7.4236558627693965,1.6324661809367544,0.19009780939292853,140.786678193229
27.799726016810133,4.813084696724457,1.351688396750363,0.19941139044845024,94.70609602986676
22.904180608409973,8.554635922469213,1.4153254725839197,0.29008618461366614,118.25470656252509
63.308807288746756,8.112686214615845,1.7134717379741067,0.26680127336343923,193.98142206466605
50.05575058716044,8.74899956645962,0.5743692168324532,0.3039525463967223,136.97163875820422
55.40362888980228,7.6285975419418,1.029907430921967,0.38244163077106413,160.48436633475737
21.02922471479012,7.0670759796789495,0.5202979394572442,0.40649286935804674,66.00472360000487
68.49549260809971,6.091215181453094,1.9765692151936294,0.3590615381132472,220.4615281081784
61.622132040021086,8.663642416770067,1.8937127454045652,0.47776184797746735,190.31557206535103
30.61695553391381,8.330319447502042,0.1749109416001612,0.009116291338180815,102.79661642649259
29.09124836035503,4.226093350530947,1.4405928277798081,0.09788899284177305,96.25480016345861
29.17022549267169,4.13183487248626,1.8579718030897652,0.00378143748907106,109.413980106078
35.21211214797688,5.882316834390248,0.44309315574193375,0.3237373570773015,97.70242983617078
46.2378215816119,8.052766653909163,1.1790959380499961,0.44901527447499345,141.75498877859548
41.59725093210579,8.936380646574722,1.8394277654172795,0.12174114828814964,155.52561947798526
34.5614570099021,4.752084455517641,0.1644973593130178,0.4635172723981533,70.69882732680037
50.59264473611897,6.970653576760675,1.425098507768996,0.030133695144780426,181.71452203215603
26.97469303260209,5.904454283155108,0.6649631140078464,0.46721801340275715,83.66518780855839
34.60723242676091,8.849571989073016,1.8563527712154078,0.1758113436198172,138.62689707975318
38.318092164684586,8.210594615678543,1.9450106658141988,0.05071041422460826,156.33097377839067
42.8034992108518,8.19164352355569,1.8941063293155245,0.24293587959316282,142.94965902500297
59.25879806965068,6.343465798974851,1.0010070116491812,0.12838828386025397,194.1782956154704
29.98368910791799,6.074097511688326,1.7378810368796955,0.14243645098096142,128.81951256671178
45.71172192068058,5.367035359653531,1.7046438572166338,0.1536449824631433,149.47157955854638
49.620728443102124,4.281877483254636,0.7062908991621857,0.4015129489163317,116.38662829407667
22.322520635999886,8.323611881275266,1.674939400886287,0.26958063833762724,122.78304157261861
50.37724259507192,8.064505045650389,0.17031450595943598,0.15565384957800182,133.66708667113284
28.526206184364575,8.998588366430653,1.2329127691159008,0.3051668916554592,103.20068220770338
23.252579649263975,8.983184185369527,0.5370167908466358,0.3580753371115968,81.12630243991951
67.44427686266667,6.777158528013137,0.3290770829768297,0.13631200036676688,194.063499838312
68.28160165372796,7.8449370759025525,0.24621108309549739,0.20677455076267576,183.47901068808406
60.419867405823055,8.723828649412141,1.4229486741684656,0.06094304666847378,178.94221244145754
35.23068845866854,8.248236953387057,0.7457624311593256,0.09057467476734016,116.59300563201118
24.883605700319194,5.236740508715988,1.4770568659046468,0.3405589269824914,104.40759957170457
54.211651325607846,6.252720676550467,0.2241770475179905,0.09071917384781347,146.67174633000909
42.007624686980066,4.645797075757475,0.6990516418781596,0.2625816918335301,83.19396957901108
26.10191174223894,8.770255136293612,1.1250334555131407,0.35452313086121634,102.76538047261131
44.758845505563514,7.030873172254401,1.6023740131940307,0.05343846154737192,178.9966000756232
21.71942605576092,5.143214027517313,0.7056297555709328,0.2836561098144518,58.17416883504617
65.4660201039391,7.358503422029283,1.2891936152303174,0.12828139185068188,192.12754019183117
32.93899908000085,7.090641202289479,1.7833577216487555,0.4814634376187899,143.25171293670266
53.1261142176991,5.790813590164202,1.2701400575463788,0.24177282335996236,187.66614071398598
35.58555380447055,4.567787960998145,0.5426230020319042,0.40299627488757905,90.56333946637808
46.00340105889054,7.357865977963998,0.14636148495742224,0.2751132710781309,128.7602639813736
47.33551396716398,6.601538504518967,1.7531878604117668,0.021706266427409582,176.46077492178773
29.242722776276352,7.861591958678197,0.14041188061573556,0.3165756877970112,111.83347320614428
68.47923138822793,6.6008175055599665,1.761933178099979,0.4757016711033285,200.6697010947734
58.75664116805573,8.260907501592701,1.1049805546517029,0.3008059100731656,164.64735742258426
66.97494707820945,6.759534193872428,1.8842286271745028,0.4095944297133951,204.23007956710384
64.74136752138244,6.804689857676932,1.6176881479699643,0.4421032316742039,188.84938471087963
49.89499894055426,8.383268013291726,1.9960748100133412,0.11403988597446624,177.94984867910912
66.09371175115584,6.017414331061985,0.7663524493582492,0.10602241995411332,205.75321149153703
24.424625102595975,4.670076142253204,1.5576577489691412,0.30549049442549586,96.92575716848164
29.79914312095726,4.143913381566695,0.86366873585756,0.20551423490335236,77.39654503073334
22.261364445526905,7.775686278368095,1.0117636785774269,0.41993065143336017,96.23352421820339
36.266516538163216,7.1015477567673235,1.2922603801149033,0.4500115616990056,119.19442600616537
39.4338644844741,7.520398840496117,1.7599865169540436,0.17671068965135905,166.2431616240114
33.567451588694794,5.064820807544553,1.9697585914786608,0.11843527948724103,133.474052117655
61.436875457596464,4.681857377933849,1.5597194863425845,0.3902627576219309,163.6865326962818
37.83766633467947,4.07272332833941,0.8937568861179341,0.13740301777406805,128.51471197470266
34.046725484369034,5.752937794032984,0.9005783043264333,0.4113071592568392,118.97751063346183
47.13480415791243,6.949588434273165,1.5014063730188938,0.21186912682438142,160.4110448407243
27.046211248738132,5.9612202254986615,0.5536765769597745,0.33377494964573523,95.493812485679
60.109849037701984,6.1873746101186455,0.3099008149496498,0.04776765691733409,183.1673416374454
23.72753218398854,8.520793472468743,0.7737820995174753,0.3119296623382865,93.14145666403795
69.34434683002587,5.741277335116502,0.6457540841427553,0.22588383936861456,172.52256664321766
58.61223846483287,6.569947445799054,0.6629854288663811,0.29330423158773705,179.95262190823948
29.93578407670862,7.918265063705715,0.5438547269948288,0.08400710387243171,107.33095508563862
20.27610585618012,5.982713911606351,0.17997706030908758,0.36843687247209106,96.65726957835847
60.77307142274171,7.110433501139367,0.13396047599348623,0.43139853877161427,172.0228990684817
55.34286719238086,8.311818543733725,1.97667254049846,0.10836990004538782,183.89052977836337
56.45035840204937,8.747603118288211,0.9127689540981384,0.04785727776008086,177.2599578753568
58.56351733429729,4.7353674046451895,0.8302206296033952,0.011819293023168198,158.4126196155241
23.70223258670452,8.632938125807472,1.3913298371168328,0.320985750221633,110.79679154674079
37.923286427213625,6.460581465397691,0.5146823869436219,0.3035470180443904,130.4262764475502
25.793452976256486,5.291221941494792,1.9049262495054282,0.273348706357035,108.42179093585762
63.155171293779674,6.295678781191306,1.594055527389549,0.11597354805798771,195.79640647411526
51.1649063413779,8.900162876427386,0.26988090439329304,0.19545299795275733,144.11035422308657
36.54490124263246,6.463090469964348,0.8934034739913638,0.2972381675930865,127.25161439901866
23.177917514301182,5.6437580514375405,1.770324784368113,0.2483834294295847,111.07738208545464
35.54911608578311,7.167004271583629,1.8949908423536796,0.49389276010744365,134.49058828828709
36.25916610133736,5.200728093890966,0.9880628713747525,0.06821987627836656,128.28208703718718
56.480308916903205,4.37931664054332,1.2654816395003448,0.3475722770237969,164.12842515286508
51.87787356776066,4.644398609553246,0.41736449757494287,0.20215938405214606,117.61863686953967
64.36063712881634,4.640229194788862,1.9832203896602554,0.21409980746280738,184.36229112804705
43.610746258097464,4.759513467561471,0.5401762326285424,0.3587988828290881,126.28435672785531
25.979712296915086,4.694135863247051,1.8911903708567388,0.3462180756621848,102.01522874282513
55.66223936114975,7.204373724016073,1.3343286330855002,0.49562799685109415,177.457086345633
58.03925243084487,4.909400421995724,1.2546999102698324,0.06419714472706262,156.76962046604743
48.063859878474815,5.728336416619316,1.0741081709313662,0.05205482469208317,162.24566806040792
